a3dr_boss302_laguna_seca, Ford Mustang Boss 302 Laguna Seca Ford, 444bhp, 515Nm, 1603kg, 288km/h, 4.2s 0-100, 3.61kg/hp
ks_porsche_962c_longtail, Porsche 962 C Long Tail Porsche, 650hp, ---Nm, 825kg, 360km/h, --s 0-100, 1.27kg/hp
ks_porsche_962c_shorttail, Porsche 962 C Short Tail Porsche, 625hp, ---Nm, 850kg, 330km/h, --s 0-100, 1.36kg/hp
ks_porsche_991_carrera_s, Porsche 911 Carrera S Porsche, 420bhp, 500Nm, 1515kg, 308km/h, 3.9s 0-100, 3.60kg/hp
ks_porsche_991_turbo_s, Porsche 911 Turbo S Porsche, 580bhp, 750Nm, 1600kg, 330km/h, 2.9s 0-100, 2.75kg/hp
ks_porsche_cayenne, Porsche Cayenne Turbo S Porsche, 570hp, 800Nm, 2235kg, 284km/h, 4.1s 0-100, 3.92kg/hp
ks_porsche_cayman_gt4_clubsport, Porsche Cayman GT4 Clubsport Porsche, 385bhp, 420Nm, 1300kg, 295km/h, --s 0-100, 3.37kg/hp
ks_porsche_cayman_gt4_std, Porsche Cayman GT4 Porsche, 385hp, 420Nm, 1340kg, 295km/h, 4.4s 0-100, 3.48kg/hp
ks_porsche_macan, Porsche Macan Turbo Porsche, 400hp, 550Nm, 1925kg, 266km/h, 4.8s 0-100, 4.87kg/hp
ks_porsche_panamera, Porsche Panamera Turbo Porsche, 550bhp, 770Nm, 2070kg, 306km/h, 3.6s 0-100, 3.76kg/hp
ks_praga_r1, Praga R1 Praga, 210bhp, 220Nm, 585kg, --km/h, --s 0-100, 2.78kg/hp
ks_ruf_rt12r, RUF RT12 R RUF, 730bhp, 940Nm, 1,495kg, 370+km/h, --s 0-100, 2.00kg/hp
ks_ruf_rt12r_awd, RUF RT12 R AWD RUF, 730bhp, 940Nm, 1,495kg, 370+km/h, --s 0-100, 2.00kg/hp
ks_toyota_ae86, Toyota AE86 Toyota, 122bhp, 142Nm, 925kg, 196km/h, 9.2s 0-100, 7.58kg/hp
ks_toyota_ae86_drift, Toyota AE86 Drift Toyota, 185bhp, 206Nm, 920kg, --km/h, --s 0-100, 4.97kg/hp
ks_toyota_ae86_tuned, Toyota AE86 Tuned Toyota, 200bhp, 206Nm, 900kg, --km/h, --s 0-100, 4.50kg/hp
ks_toyota_celica_st185, Toyota Celica ST185 4WD Turbo Toyota, 295bhp, 459Nm, 1045kg, --km/h, --s 0-100, 3.54kg/hp
ks_toyota_gt86, Toyota GT86 Toyota, 200bhp, 205Nm, 1250kg, 233km/h, 7.6s 0-100, 6.25kg/hp
ks_toyota_supra_mkiv, Toyota Supra MKIV Toyota, 280bhp, 458Nm, 1510kg, 249km/h, 5.0s 0-100, 5.39kg/hp
ks_toyota_supra_mkiv_drift, Toyota Supra MKIV Drift Toyota, 624bhp, 756Nm, 1505kg, --km/h, --s 0-100, 2.41kh/hp
ks_toyota_supra_mkiv_tuned, Toyota Supra MKIV Time Attack Toyota, 690bhp, 756Nm, 1505kg, --km/h, --s 0-100, 2.18kg/hp
ks_toyota_ts040, Toyota TS040 Hybrid 2014 Toyota, 1000bhp, --Nm, --kg, 320km/h, --s 0-100, --kg/hp
ktm_xbow_r, KTM X-Bow R KTM, 300bhp, 400Nm, 795kg, 250km/h, 3.7s 0-100, 2.65kg/hp
lotus_2_eleven, Lotus 2-Eleven Lotus, 252bhp, 242Nm, 670kg, 249km/h, 3.8s 0-100, 2.65kg/hp
lotus_2_eleven_gt4, Lotus 2-Eleven GT4 Lotus, 270bhp, 252Nm, 670kg, 260km/h, 3.7s 0-100, 2.48kg/hp
lotus_49, Lotus Type 49 Lotus Classic Cars, 410bhp, 350Nm, 575kg, 300+km/h, --s 0-100, 1.40kg/hp
lotus_98t, Lotus 98T Lotus Classic Cars, 1000+bhp, 800+Nm, 523kg, 330+km/h, --s 0-100, --kg/hp
lotus_elise_sc, Lotus Elise SC Lotus, 217bhp, 242Nm, 929kg, 235km/h, 4.6s 0-100, 4.28kg/hp
lotus_elise_sc_s1, Lotus Elise SC Step1 Lotus, 217bhp, 242Nm, 929kg, 235km/h, 4.6s 0-100, 4.28kg/hp
lotus_elise_sc_s2, Lotus Elise SC Step2 Lotus, 217bhp, 242Nm, 929kg, 235km/h, 4.6s 0-100, 4.28kg/hp
lotus_evora_gtc, Lotus Evora GTC Lotus, 450bhp, 460Nm, 1205kg, --km/h, --s 0-100, 2.68kg/hp
lotus_evora_gte, Lotus Evora GTE Lotus, 420bhp, 461Nm, 1395kg, 288km/h, 4.5s 0-100, 3.32kg/hp
lotus_evora_gte_carbon, Lotus Evora GTE Carbon Lotus, 420bhp, 461Nm, 1285kg, 288km/h, 4.4s 0-100, 3.06kg/hp
lotus_evora_gx, Lotus Evora GX Lotus, 440bhp, 460Nm, 1395kg, 288km/h, 4.5s 0-100, 3.32kg/hp
lotus_evora_s, Lotus Evora S Lotus, 345bhp, 400Nm, 1385kg, 277km/h, 4.6s 0-100, 4.01kg/hp
lotus_evora_s_s2, Lotus Evora S Stage 2 Lotus, 400bhp, 420Nm, 1385kg, 277km/h, 4.6s 0-100, 3.46kg/hp
lotus_exige_240, Lotus Exige 240R Lotus, 243bhp, 236Nm, 930kg, 249km/h, 4.0s 0-100, 3.83kg/hp
lotus_exige_240_s3, Lotus Exige 240R Stage3 Lotus, 270bhp, 270Nm, 900kg, 249km/h, 4.0s 0-100, 3.33kg/hp
lotus_exige_s, Lotus Exige S Lotus, 345bhp, 400Nm, 1176kg, 274km/h, 4.0s 0-100, 3.41kg/hp
lotus_exige_s_roadster, Lotus Exige S roadster Lotus, 345bhp, 400Nm, 1166kg, 233+km/h, 4.0s 0-100, 3.38kg/hp
lotus_exige_scura, Lotus Exige Scura Lotus, 257bhp, 243Nm, 925kg, 245km/h, 4.1s 0-100, 3.60kg/hp
lotus_exige_v6_cup, Lotus Exige V6 CUP Lotus, 345bhp, 400Nm, 1080kg, 274km/h, 4.0s 0-100, 3.09kg/hp
lotus_exos_125, Lotus Exos 125 Lotus, 640bhp, 450Nm, 660kg, --km/h, --s 0-100, 1.03kg/hp
lotus_exos_125_s1, Lotus Exos 125 Stage 1 Lotus, 750bhp, --Nm, 660kg, --km/h, --s 0-100, 0.88kg/hp
m7_nissan_r33_1993_gts25t_typem, Nissan Skyline R33 GTS-25t Type-M Nissan, 250ps, 30.0kg-m, 1373kg, -- km/h, -- s 0-100, 5.49kg/ps
m7_nissan_r33_1995_gtr, Nissan Skyline R33 GT-R Nissan, 333ps, 42.3kg-m, 1553kg, -- km/h, -- s 0-100, 4.66kg/ps
mclaren_mp412c, McLaren MP4-12C McLaren, 616bhp, 600Nm, 1434kg, 330km/h, 3.2s 0-100, 2.33kg/hp
mclaren_mp412c_gt3, McLaren MP4-12C GT3 McLaren, 500bhp, 500Nm, 1245kg, 275+km/h, --s 0-100, 2.49kg/hp
mercedes_sls, Mercedes SLS AMG Mercedes-Benz, 571bhp, 650Nm, 1620kg, 317+km/h, 3.8s 0-100, 2.84kg/hp
mercedes_sls_gt3, Mercedes SLS AMG GT3 Mercedes-Benz, 520bhp, 600Nm, 1265kg, 280+km/h, --s 0-100, 2.43kg/hp
mini_jcw_challenge, Mini Cooper JCW Challenge (F56) MINI, 265cv, 369Nm, 1085kg, 150mph, 6.1sec 0-60, 4.09kg/cv
minimiglia, Mini Miglia MINI, 130cv, 150Nm, 620Kg, 185Km/h, 6.0s 0-100, 4.77kg/cv
mnba_bmw_m135i, BMW M135i F20 BMW, 316 bhp, 473 Nm, 1430kg, 250+km/h, 5.1s 0-100, 4.53 kg/hp
mnba_bmw_m140i, BMW M140i F20 BMW, 335 bhp, 535 Nm, 1430kg, 250+km/h, 4.6s 0-100, 4.27 kg/hp
mnba_dodge_challenger_hellcat, Dodge Challenger SRT Hellcat Dodge, 717 bhp, 876 Nm, 2003 kg, 304 km/h, 3.7, 2.79 kg/hp
mnba_shelby_gt500_2020, Ford Mutang Shelby GT500 Ford, 760 bhp, 866 Nm, 1897 kg, 290 km/h, 3.3 s 0–100, 2.5 kg/hp
mp_manhart_qv_600, Manhart QV 600 (Alfa Romeo Giulia QV) Alfa Romeo, 660 bhp, 790 Nm, 1595kg, 330 km/h, 3.9s 0-100, 2.42 kg/hp
ms_audi_rs5_2010, Audi RS5 2010 Audi, 431 whp, 430 Nm*, 1650 kg, 280+km/h, 4.5s 0-100, 3.83 kg/hp
ms_audi_s5_2010_eu, Audi S5 2010 EU Audi, 354 whp, 441 Nm*, 1725 kg*, 300<km/h, 4.5s 0-100, 4.87 kg/hp
ms_seat_leon_cupra_r_facelift, Seat Leon 1P Cupra R Facelift Seat, 262 whp, 350 Nm*, 1375 kg*, 220+ kph, 0-100 in 6.+ s, 5.25 kg/hp
oreca_flm09, Oreca FLM09 Oreca Technology, 509 bhp, 636 Nm, 910kg, 300+km/h, , 1.79 kg/hp
p4-5_2011, P4/5 Competizione 2011 Scuderia Glickenhaus, 450bhp, 500Nm, 1230kg, 260km/h, 3.9s 0-100, 2.62kg/hp
pagani_huayra, Pagani Huayra Pagani, 730bhp, 1000Nm, 1360kg, 370+km/h, 2.7s 0-100, 1.86kg/hp
pagani_zonda_r, Pagani Zonda R Pagani, 750bhp, 710Nm, 1070kg, 350+km/h, 2.7s 0-100, 1.43kg/hp
pg_tc1000, Abarth 1000 TC 1970 Abarth, 112 bhp, 101 Nm, 605 kg*, 200 Km/h, 0 - 100 kph in 7.2 s, 5.4 kg/hp
pg_tc1000_1968, Abarth 1000 TC 1968 Abarth, 104 bhp, 99 Nm, 605 kg*, 195 Km/h, 0 - 100 kph in 7.2 s, 5.82 kg/hp
rss_formula_1990, Formula RSS 1990 V12 Race Sim Studio, 680bhp, 393Nm, 503kg, +320 km/h, 3s 0-100, 0.74 kg/hp
rss_formula_2000, Ferrari F1-2000 Ferrari, 805bhp, 350Nm, 600kg, 350km/h, 2.8s 0-100, 0.75kg/hp
rss_formula_2010, Formula RSS 2010 V8 Race Sim Studio, 777bhp, 324Nm, 621kg*, +330km/h, --s 0-100, 0.8 kg/hp
rss_formula_2013, Formula RSS 2013 V8 Race Sim Studio, 770bhp, 310Nm, 642kg*, +340km/h, --s 0-100, 0.83kg/hp
rss_formula_70, Formula RSS 1970 V8 Race Sim Studio, 449bhp, 332Nm, 640kg, >300 km/h, 0-100, 1.43 kg/hp
rss_formula_70_s, Formula RSS 1970 V8 S Race Sim Studio, 449bhp, 332Nm, 640kg, >300 km/h, 0-100, 1.43 kg/hp
rss_formula_79, Lotus 79 Lotus Classic Cars, 463bhp, 333Nm, 610kg, +260 km/h, 3s 0-100, 1.32kg/hp
rss_formula_americas_2020, Formula Americas 2020 Race Sim Studio, 660bhp, 410Nm, 845kg, 300kph, ~2.8s, 1.28 kg/hp
rss_formula_americas_2020_oval, Formula Americas 2020 Oval Race Sim Studio, 550bhp, 440Nm, 825kg, 370+kph, ~2.8s, 1.5 kg/hp
rss_formula_hybrid_2017, Formula Hybrid 2017 Race Sim Studio, 980bhp, 575Nm, 728kg, 360 km/h, 2.6s 0-100, 0.74kg/hp
rss_formula_hybrid_2018, Formula Hybrid 2018 Race Sim Studio, 980bhp, 600Nm, 734kg, 360 km/h, 2.6s 0-100, 0.74kg/hp
rss_formula_hybrid_2018_s1, Formula Hybrid 2018 S1 Race Sim Studio, 980bhp, 600Nm, 734kg, 360 km/h, 2.6s 0-100, 0.74kg/hp
rss_formula_hybrid_2019, Formula Hybrid 2019 Race Sim Studio, 980bhp, 666Nm, 743kg, 350 km/h, 2s 0-100, 0.76kg/hp
rss_formula_hybrid_2022, Formula Hybrid 2022 Race Sim Studio, 980bhp, 575Nm, 805kg, 340km/h, 2s 0-100, 0.82kg/hp
rss_formula_hybrid_2022_s, Formula Hybrid 2022 S Race Sim Studio, 985bhp, 570Nm, 809kg, +340km/h, 2s 0-100, 0.82kg/hp
rss_formula_hybrid_2023, Formula Hybrid® 2023 Race Sim Studio, 996bhp, 555Nm, 807kg, +340km/h, 2s 0-100, 0.81 kg/hp
rss_formula_hybrid_x, Formula Hybrid X 2022 Race Sim Studio, 990bhp, 560Nm, 768kg, +330km/h, 2s 0-100, 0.78kg/hp
rss_formula_hybrid_x_evo, Formula Hybrid X 2022 EVO Race Sim Studio, 990bhp, 560Nm, 790kg, +330km/h, 2s 0-100, 0.8 kg/hp
rss_formula_rss_2_v6_2020, Formula RSS 2 V6 2020 Race Sim Studio, 620bhp, 575Nm, 750kg, 320 km/h, 2.6s 0-100, 1.21kg/hp
rss_formula_rss_2_v8, Formula RSS 2 Race Sim Studio, 612bhp, 500Nm, 688kg, 320 km/h, 2.6s 0-100, 1.13kg/hp
rss_formula_rss_3_v6, Formula RSS 3 V6 Race Sim Studio, 380bhp, 385Nm, 690kg, +280km/h, 3.0s 0-100, 1.82 kg/hp
rss_formula_rss_4, Formula RSS 4 Race Sim Studio, 160bhp, 210Nm, 620kg, >220 km/h, 0-100, 3.88kg/hp
rss_formula_rss_supreme, Formula RSS Supreme Race Sim Studio, 550bhp, 480Nm, 670kg, +300km/h, -, 1.22kg/hp
rss_gt_adonis_d9_v12, Aston Martin DBR9 GT1 Aston Martin, 585bhp, 675Nm, 1180kg, 300km/h, --s 0-100, 2.46kg/hp
rss_gt_ferruccio_55, GT Ferruccio 55 V12 Race Sim Studio, 628bhp, 673Nm, 1100kg, +300km/h, --s 0-100, 1.75kg/hp
rss_gt_ferruccio_57, GT Ferruccio 57 V12 Race Sim Studio, 620bhp, 665Nm, 1150kg, 300km/h, --s 0-100, 1.85kg/hp
rss_gt_lanzo_v12, GT Lanzo V12 Race Sim Studio, 603 bhp, 652 Nm, 1185kg, 295km/h, --s 0-100, 1.96 kg/hp
rss_gt_shadow_v8, GT Shadow V8 Race Sim Studio, 618 bhp, 732 Nm, 1165kg, 290+km/h, --s, 1.89kg/cv
rss_gt_tornado_v12, GT Tornado V12 Race Sim Studio, 606bhp, 790Nm, 1180kg, 295km/h, --s 0-100, 1.95kg/hp
rss_gt_vortex_v10, GT Vortex V10 Race Sim Studio, 631bhp, 743Nm, 1140kg, 300km/h, --s 0-100, 1.81kg/hp
rss_gtm_aero_v10_evo2, GT-M Aero V10 Evo2 Race Sim Studio, 501bhp, 472Nm, 1411kg, 270+km/h, --s 0-100, 2.82kg/hp
rss_gtm_akuro_v6_evo2, GT-M Akuro V6 Evo2 Race Sim Studio, 503bhp, 644Nm, 1370kg, 280+km/h, --s 0-100, 2.72kg/hp
rss_gtm_bayer_v8, GT-M Bayer V8 Race Sim Studio, 550bhp, 660Nm, 1380kg, 270+km/h, --s 0-100, 2.51 kg/hp
rss_gtm_bayro_6, BMW M6 GT3 BMW, 550bhp, 660Nm, 1310kg, 270+km/h, --s 0-100, 2.38kg/hp
rss_gtm_lanzo_v10, GT-M Lanzo V10 Race Sim Studio, 530bhp, 500Nm, 1380kg, 270+km/h, --s 0-100, 2.6 kg/hp
rss_gtm_lanzo_v10_evo2, GT-M Lanzo V10 Evo2 Race Sim Studio, 530bhp, 500Nm, 1400 kg*, 270+km/h, --s 0-100, 2.64 kg/hp
rss_gtm_lux_v8, GT-M Lux V8 Race Sim Studio, 463bhp, 529Nm, 1395kg, 270+km/h, --s 0-100, 3.01kg/hp
rss_gtm_mercer_v8, GT-M Mercer V8 Race Sim Studio, 500bhp, 610Nm, 1390kg, 270+km/h, --s 0-100, 2.78 kg/hp
rss_gtn_darche_96, Porsche 996 GT3 RS N-GT Porsche, 455bhp, 410Nm, 1190kg, +280km/h, --s 0-100, 2.61kg/hp
rss_gtn_ferruccio_36, Ferrari 360 Modena N-GT Ferrari, 445bhp, 410Nm, 1190kg, +280, --s, 2.67kg/hp
rss_hyperion_2020, NASCAR Ford Mustang 2020 Ford, 740bhp, 658Nm, 1505kg, 310+km/h, --s 0-100, 2.04kg/hp
rss_lmgt_nisumo_r39_v8, Nissan R390 GT1 Nissan, 595bhp, 652Nm, 1070kg, 330+km/h, --s 0-100, 1.80kg/hp
rss_lmgt_toyama_2zero_v8, Toyota GT-One Toyota, 604bhp, 650Nm, 990kg, 330+km/h, --s 0-100, 1.64 kg/hp
rss_lmp_ferruccio_33_v12, Ferrari 333 SP Ferrari, 600 bhp, 416 Nm, 979kg, 330+km/h , , 1.63 kg/hp
rss_lmp1_protech_p91_evo, Porsche 919 Hybrid Evo Porsche, 717bhp, 690Nm, 919kg, 370 km/h, --s 0-100, 1.28 kg/hp
rss_mph_bayer_hybrid_v8, BMW M Hybrid V8 BMW, 600bhp, 615Nm, 1120kg, 340+km/h, --s 0-100, 1.87kg/hp
ruf_yellowbird, RUF CTR Yellowbird RUF, 469bhp, 553Nm, 1147kg, 342km/h, 4.0s 0-100, 2.44kg/hp
shelby_cobra_427sc, Shelby Cobra 427 S/C Shelby, 500bhp, 626Nm, 1110kg, 265km/h, 4.3s 0-100, 2.14kg/hp
srp_honda_s2000_legendary, Honda S2000 (AP2 - Legendary) Honda, 497 bhp, 495 Nm, 1157 kg, 300 km/h, 0 - 100 kph in 3.9 s, 2.33 kg/hp
srp_wangan_r33_ver1, Nissan Skyline GTR R33 (S3 - Wangan) Nissan, 887 bhp, 963 Nm, 1540 kg, 350 km/h, 0 - 100 kph in 5.9 s, 1.74 kg/hp
subaru_impreza_s206_nbr_2012, Subaru Impreza WRX STI S206 NBR Challenge Package Subaru, 315 bhp, 431 Nm, 1470kg, 240 km/h, 5.2s 0-100km/h, 4.67 kg/hp
tatuusfa1, Tatuus FA01 Tatuus, 198bhp, 230Nm, 455kg, 230+km/h, --s 0-100, 2.30kg/hp
tmm_cupra_tcr_2022, Cupra Leon Competición 2022 Cupra, 341 bhp, 436 Nm, 1235 kg, 245km/h, 5.0s 0-100, 3.62 kg/hp
urd_amr_egt_2019, Aston Martin Vantage GTE Aston Martin, 535 bhp, 700 Nm, 1245 kg, 270+km/h, , 2.33 kg/hp
urd_bayro_egt_2018, BMW Z4 GTE BMW, 480 bhp, 480 Nm, 1245 kg, 290 km/h, , 2.59 kg/cv
urd_bayro_gt3_v2, BMW M4 GT3 BMW, 590 bhp, 765 Nm, 1355 kg*, 270+km/h, , 2.3 kg/hp
urd_darche_992_23, Porsche 992 GT3-R Porsche, 550 bhp, 494 Nm, 1240kg, 300 km/h, 2.8s 0-100, 2.25 kg/hp
urd_darche_egt_2021, Porsche 911 RSR Porsche, 460 bhp, 450 Nm, 1245 kg, 290 km/h, , 2.71 kg/cv
urd_detroit_egt_2018, Ford GT IMSA GTLM Ford, 519 whp, 534 Nm*, 1245 kg, 270+km/h, , 2.4 kg/hp
urd_detroit_egt_2018_LM, Ford GT LM GTE Ford, 519 whp, 534 Nm*, 1245 kg, 270+km/h, , 2.4 kg/hp
urd_egt1_darche_evo_97, Darche 996 EGT1 EVO United Racing Design, 544 whp, 595 Nm, 1040 kg, 310 km/h, , 1.91 kg/hp
urd_fcdetroit_oval, Dallara DW12 Chevrolet Engine Oval Dallara, 450 bhp, 578Nm, 675kg, 250+km/h, --s, --
urd_fcdetroit_road, Dallara DW12 Chevrolet Engine Road Dallara, 450 bhp, 578Nm, 675kg, 250+km/h, --s, --
urd_fcsuzuka_oval, Dallara DW12 Honda Engine Oval Dallara, 450 bhp, 578Nm, 675kg, 250+km/h, --s, --
urd_fcsuzuka_road, Dallara DW12 Honda Engine Road Dallara, 450 bhp, 578Nm, 675kg, 250+km/h, --s, --
urd_ferrucci_296_23, Ferrari 296 GT3 Ferrari, 590 bhp, 699 Nm, 1250kg, 300 km/h, 2.9s 0-100, 2.12 kg/hp
urd_formulalights_oval, Dallara IL-15 Oval Dallara, 450 bhp, 578Nm, 675kg, 270+km/h, --s, --
urd_formulalights_road, Dallara IL-15 Road Dallara, 450 bhp, 578Nm, 675kg, 250+km/h, --s, --
urd_gr010, Toyota GR010 Hybrid Hypercar Toyota, 650bhp, --Nm, --kg, 320km/h, --s 0-100, --kg/hp
urd_jt5_moyoda_2021, Toyota GR Supra GT500 Toyota, 664 bhp, 633 Nm, 1020 kg, 300 km/h, 3s 0-100, 1.54 kg/hp
urd_jt5_shiro_2021, Nissan GT-R Nismo GT500 Nissan, 654 bhp, 630 Nm, 1020 kg, 300 km/h, 3s 0-100, 1.56 kg/hp
urd_jt5_shiro_2022, JT5 SHIRO 2022 United Racing Design, 654 bhp, 630 Nm, 1020 kg, 300 km/h, 3s 0-100, 1.56 kg/hp
urd_jt5_snx_2021, Honda NSX-GT500 Honda, 650 bhp, 628 Nm, 1020 kg, 300 km/h, 3s 0-100, 1.57 kg/hp
urd_loire07_21, Oreca 07 Gibson 2021 Oreca, 560 bhp, 666 Nm, 930 kg, 270+km/h, , 1.42 kg/hp
urd_maures_gtr_97, Maures LCK EGT1 United Racing Design, 590 bhp, 700 Nm, 1000 kg, 330+km/h, , 1.69 kg/hp
urd_mercedes_clr_lm, Mercedes-Benz CLR LM Mercedes-Benz, 600 bhp, 684 Nm, 921 kg, 350 km/h, 2.7 s 0-100, 1.54 kg/hp
urd_michigan_egt, Chevrolet Corvette C8R Chevrolet, 550 bhp, 705 Nm, 1240kg, 300+km/h, 3.2s 0-100, 2.25 kg/hp
urd_px1_aura, Audi R18 e-tron quattro Audi, 558 bhp, 850 Nm, 870 kg, , , 1.56 kg/cv
urd_px1_darche, Porsche 919 Hybrid Porsche, 485+ bhp, 499Nm, 1245kg, 270+km/h, , 2.56kg/cv
urd_px1_darche_s1, Porsche 919 Hybrid S1 Porsche, 485+ bhp, 499Nm, 1245kg, 270+km/h, , 2.56kg/cv
urd_px1_revolution, Rebellion R-One Oreca, 525 bhp, , 850 kg, 331.8 km/h, , 1.62 kg/cv
urd_px1_revolution_v6, Rebellion R-One V6 Oreca, 525 bhp, , 850kg, 331.8 km/h, , 1.62kg/cv
urd_px1_shiro, Nissan GT-R LM Nismo Nissan, 1250 bhp, 1270 Nm, 880 kg, 338 km/h, , 0.7 kg/hp
urd_px2_loire, Oreca 05 Oreca, 490 bhp, 570 Nm, 900 kg, , , 1.84kg/cv
urd_radical_sr10xxr_2023, Radical SR10 XXR Radical, 425 bhp, 515 Nm, 725kg, 290km/h, 2.5s 0-100, 1.71 kg/hp
urd_radical_sr3xxr_2023, Radical SR3 XXR Radical, 232 bhp, 186 Nm, 662 kg, 240km/h, 3.2s 0-100, 2.85 kg/hp
urd_rekus_rcf_gt3, Lexus RC F GT3 Lexus, 550 bhp, 583 Nm, 1376kg*, 270+km/h, , 2.5 kg/hp
urd_scg007_lmh, SCG 007LMH Scuderia Glickenhaus, 650bhp, --Nm, --kg, 320km/h, --s 0-100, --kg/hp
urd_t5_aura_2018, Audi RS 5 DTM Audi, 485+ bhp, 499Nm, 1245kg, 270+km/h, , 2.56kg/cv
urd_t5_bayro_2018, BMW M4 DTM BMW, 485+ bhp, 499Nm, 1245kg, 270+km/h, , 2.56kg/cv
urd_t5_maures_2018, Mercedes-AMG C 63 DTM Mercedes-Benz, 485+ bhp, 499Nm, 1245kg, 270+km/h, , 2.56kg/cv
vrc_2019_formula_lithium, Spark SRT05E 2019 FIA Formula E Championship, 335 bhp, - Nm, 825 kg, 278 kph, 1s, 2.69 kg/hp
vrc_arc_ta2_chevrette_csp, Chevrolet Camaro Gen6 TA2 (CSP) Chevrolet, 513 BHP, 656 Nm, 1200 kg, 295km/h, 4.2s, 2.34 kg/hp
vrc_arc_ta2_dagger_csp, Dodge Challenger TA2 (CSP) Dodge, 522 BHP, 667 Nm, 1200 kg, 292km/h, 4.2s, 2.3 kg/hp
vrc_arc_ta2_mare_csp, Ford Mustang TA2 (CSP) Ford, 513 BHP, 656 Nm, 1200 kg, 295km/h, 4.2s, 2.34 kg/hp
vrc_erc_1998_pageau_csp, VRC ERC - Pageau 46 (CSP) VRC, 314 bhp, 269 Nm, 975 kg, 275 km/h, 5s, 3.11 kg/hp
vrc_erc_1999_fortix_csp, VRC ERC - Fortix Mando (CSP) VRC, 318 bhp, 284 Nm, 975 kg, 275 km/h, 5.5s, 3.07 kg/hp
vrc_erc_1999_gojira_csp, VRC ERC - Gojira Ascent (CSP) VRC, 320 bhp, 282 Nm, 975 kg, 272 km/h, 5.25s, 3.05 kg/hp
vrc_erc_1999_renoir_csp, VRC ERC - Renoir Lagoon (CSP) VRC, 320 bhp, 273Nm, 975kg, 275 km/h, 5s, 3.05 kg/hp
vrc_erc_1999_vorax_csp, VRC ERC - Vorax Vector (CSP) VRC, 311 bhp, 276 Nm, 975 kg, 278 km/h, 5s, 3.14 kg/hp
vrc_formula_lithium_2023_csp, VRC Formula Lithium 2023 (CSP) VRC, 470 bhp, - Nm, 771 kg, 325 kph, 3s, 1.64 kg/hp
vrc_formula_na_1999_oval, 1999 Reynard 99i (Oval Kit) CART World Series, 960bhp, 560Nm, 705kg, 400+km/h, 3.3s, 0.73 kg/hp
vrc_formula_na_1999_road, 1999 Reynard 99i (Road Kit) CART World Series, 960BHP, 560Nm, 705kg, 400+km/h, 3.1s, 0.73 kg/hp
vrc_formula_na_2012_oval, 2012 Dallara DW12 (Oval Kit) IndyCar Series, 620BHP, 447Nm, 722kg, 375+km/h, 3.27s, 1.16 kg/hp
vrc_formula_na_2012_road, 2012 Dallara DW12 (Road Kit) IndyCar Series, 730BHP, 527Nm, 735kg, 280+km/h, 2.78s, 1.01 kg/hp
vrc_formula_na_2018_oval, 2018 Dallara DW12 (Oval Kit) IndyCar Series, 675BHP (Q), 488Nm, 721Kg, 380+km/h, 2.95s, 1.07 kg/hp
vrc_formula_na_2018_road, 2018 Dallara DW12 (Road Kit) IndyCar Series, 746BHP (Q), 539Nm, 737Kg, 300, 2.77s, 0.99 kg/hp
vrc_formula_na_2018_short, 2018 Dallara DW12 (Short Oval Kit) IndyCar Series, 703BHP, 508Nm, 735, 325kph, 2.98s, 1.05 kg/hp
vrc_pt_1999_beamer, BMW V12 LMR BMW, 580BHP, 670Nm, 900kg, 340km/h, 2.7s, 1.55 kg/hp
vrc_pt_2019_bycollin, ENSO CLM P1/01 ByKolles Racing, 693BHP, 720Nm, 833Kg, 333Kph, 2.79s, 1.2 kg/hp
vrc_pt_2019_revenga_r13, Rebellion R13 Rebellion Racing, 693BHP, 720Nm, 833kg, 339km/h, 2.96s, 1.2 kg/hp
vrc_pt_2019_tagomi_t50, Toyota TS050 Hybrid Toyota, 1032 BHP, N/A*, 878kg, 340km/h, 1.7s, 0.85 kg/hp
vrc_pt_2019_vendetta_v60, Ginetta G60-LT-P1 Ginetta, 720BHP, 850Nm, 833Kg, 345Kph, 2.8s, 1.16 kg/hp
vrc_pt_2023_pageau_98_csp, Peugeot 9X8 Peugeot, 697 wHP, 655 Nm, 1030kg, 340km/h, 3.7s, 1.48 kg/hp
vrc_pt_auriel8, Audi R8 LMP Audi, 570BHP, 652Nm, 910kg, 325km/h, 2.7s, 1.6 kg/hp
vrc_pt_cadenza, Cadillac Northstar LMP02 Cadillac, 612BHP, 746Nm, 905kg, 325km/h, 2.4s, 1.6 kg/hp
vrc_pt_pavey, Panoz LMP01 Evo Panoz, 607 BHP, 650 NM, 910 kg, 325+km/h, 2.5s, 1.5 kg/hp
vrc_pt_project8, Bentley Speed 8 Bentley, 615bhp, 812Nm, 908kg, +320km/h, 2.5s, 1.48 kg/hp
